qid,question,gold,pred,scorex,scorey
"572726c9708984140094da7b","Vice President Agnew describes Civil disobedience in what activities?","muggers, arsonists, draft evaders, campaign hecklers, campus militants, anti-war demonstrators, juvenile delinquents and political assassins","muggers, arsonists, draft evaders, campaign hecklers, campus militants, anti-war demonstrators, juvenile delinquents and political assassins",1.000000,1.000000
"572726c9708984140094da7c","Civil disobedience has been argued in more recent times to have suffered from what?","ambiguity","ambiguity",1.000000,1.000000
"572726c9708984140094da7d","More in the present prevalence of civil disobedience has turned and said to be?","utterly debased","debased",1.000000,1.000000
"572726c9708984140094da7e","What person argues that civil disobedience is used to describe everything?","Marshall Cohen","Marshall Cohen",1.000000,1.000000
"5728d6f02ca10214002da90e","In modern times, what is said about civil disobedience?","become utterly debased","become utterly debased",1.000000,1.000000
"5728d6f02ca10214002da90f","Who noted the different current uses of civil disobedience?","Marshall Cohen","Marshall Cohen",1.000000,1.000000
"5728d6f02ca10214002da910","How has civil disobedience evolved in current times?","code-word describing the activities of muggers, arsonists, draft evaders","become utterly debased",1.000000,1.000000
"5728d6f02ca10214002da911","Who gave a negative connotation to civil disobedience in recent history?","Vice President Agnew","Marshall Cohen",1.000000,1.000000
"5728d6f02ca10214002da912","What issue has been plaguing the civil disobedience movement.","ambiguity","ambiguity",1.000000,1.000000
"5a664612c2b11c001a425f09","What had Vice President Agnew always suffered from? ","","ambiguity",0.000000,0.000000
"5a664612c2b11c001a425f0a","What had happened to Vice President Agnew's status in modern times?","","it has become a code-word",0.000000,0.000000
"5a664612c2b11c001a425f0b","What did Marchall Cohen note about crime?","","arsonists",0.000000,0.000000
"5a664612c2b11c001a425f0c","What types of people were always involved in the court system?","","juvenile delinquents and political assassins",0.000000,0.000000
"5a664612c2b11c001a425f0d","What type of person would be involved in a test case in federal court?","","juvenile delinquents",0.000000,0.000000
"572807802ca10214002d9bf8","Who wrote that it is difficult to produce an all inclusive definition of civil disobedience?","LeGrande","LeGrande",1.000000,1.000000
"572807802ca10214002d9bf9","Le Grande also wrote that defining the term civil disobedience so difficult it could be described as? ","impossible","impossible",1.000000,1.000000
"572807802ca10214002d9bfa","Le grand asks for a variance of what three terms?","lawful protest demonstration, nonviolent civil disobedience, and violent civil disobedience","lawful protest demonstration, nonviolent civil disobedience, and violent civil disobedience",1.000000,1.000000
"572807802ca10214002d9bfb","Le grand states that students studying civil disobedience will often run into grammatical niceties and what other problem? ","semantical","semantical problems",1.000000,1.000000
"572807802ca10214002d9bfc","Le grand concludes that an author's words offer only what they intended for them to imply regarding this type of terminology?","specific","no more (or no less) meaning",0.000000,0.000000
"5728d7c54b864d1900164f4c","Who said that writing a good description of civil disobedience is hard?","LeGrande","LeGrande",1.000000,1.000000
"5728d7c54b864d1900164f4d","How much literature has been written regarding civil disobedience?","voluminous literature","voluminous",1.000000,1.000000
"5728d7c54b864d1900164f4e","What issue plagues the literature about civil disobedience?","semantical problems and grammatical niceties","semantical problems",0.000000,0.571429
"5728d7c54b864d1900164f4f","What type of protest falls under civil disobedience without aggression?","nonviolent civil disobedience","nonviolent civil disobedience",1.000000,1.000000
"5728d7c54b864d1900164f50","What type of civil disobedience is accompanied by aggression?","violent civil disobedience","violent civil disobedience",1.000000,1.000000
"5a6647d2c2b11c001a425f1d","Who wrote that its difficult to formulate a definition of grammatical niceties?","","LeGrande",0.000000,0.000000
"5a6647d2c2b11c001a425f1e","What did LeGrande write about grammatical niceties?","","a maze of semantical problems",0.000000,0.000000
"5a6647d2c2b11c001a425f1f","What are you surrounded with if trying to study about violence in society?","","a maze of semantical problems and grammatical niceties",0.000000,0.000000
"5a6647d2c2b11c001a425f20","How much has been written about the subject of grammar?","","voluminous literature",0.000000,0.000000
"5a6647d2c2b11c001a425f21","What novel was written by LeGrande?","","Alice in Wonderland",0.000000,0.000000
"57280f974b864d1900164370","If the head of government refuses to enforce a decision of the highest court what terminology could be used?","constitutional impasse","Civil disobedience",0.000000,0.000000
"57280f974b864d1900164371","Constitutional impasse is different from civil disobedience because does not include what type of person?","citizen's","private citizen",1.000000,1.000000
"57280f974b864d1900164372","How is civil disobedience typically defined in connection of the citizen's?","to the state and its laws","laws",0.000000,0.333333
"57280f974b864d1900164373","When would a person be considered to be excising a constitutional impasse?","the head of government would be acting in her or his capacity as public official","if the head of government of a country were to refuse to enforce a decision of that country's highest court",1.000000,1.000000
"57280f974b864d1900164374","Constitutional impasse is distinct from what key term? ","Civil disobedience","Civil disobedience",1.000000,1.000000
"5728d9403acd2414000e001b","What does civil disobedience relate to?","the state and its laws","a citizen's relation to the state and its laws",1.000000,1.000000
"5728d9403acd2414000e001c","What does not constitute as civil disobedience?","refuse to enforce a decision","a constitutional impasse in which two public agencies, especially two equally sovereign branches of government, conflict",0.000000,0.846154
"5728d9403acd2414000e001d","What type of person can not be attributed civil disobedience?","head of government","private citizen",0.000000,0.000000
"5728d9403acd2414000e001e","Civil Disobedience is mainly performed by what population group?","private citizen","citizen",0.000000,0.666667
"5728d9403acd2414000e001f","What group of people cannot be part of civil disobedience?","sovereign branches of government","private citizen",0.000000,0.000000
"5a665002846392001a1e1ab3","What two public agencies conflict under the defnintion of civil disobedience?","","two equally sovereign branches of government",0.000000,0.000000
"5a665002846392001a1e1ab4","What else does an agency have a relationship with under the civil disobedience definition?","","two equally sovereign branches of government",0.000000,0.000000
"5a665002846392001a1e1ab5","How many citizens conflict in a constitutional impasse?","","two",0.000000,0.000000
"5a665002846392001a1e1ab6","What group promotes using conflict to decide cases?","","constitutional impasse",0.000000,0.000000
"5a665002846392001a1e1ab7","A constitutional impasse pertains to how a citizen relates to the state and what?","","two public agencies",0.000000,0.000000
"572812e74b864d19001643ce","What author argues pitching the conscience versus the collective?","Thoreau","Thoreau",1.000000,1.000000
"572812e74b864d19001643cf","What was Thoreau's punishment for not paying his taxes?","imprisonment","Resign",0.000000,0.000000
"572812e74b864d19001643d0","Thoreau argues that usually majority rules but their views collectively are sometimes?","not necessarily right","The majority may be powerful but it is not necessarily right",0.000000,0.461538
"572812e74b864d19001643d1","What did Thoreau ask a public figure the taxman to do?","Resign","Resign",1.000000,1.000000
"572812e74b864d19001643d2","Thoreau mentions what type of person could corrupt a government system?","elite politicians","elite politicians",1.000000,1.000000
"5728dafe3acd2414000e005d","Who is the final judge of right and wrong?","The individual","The individual",1.000000,1.000000
"5728dafe3acd2414000e005e","Who is to blame for acting unjustly?","individuals","individuals",1.000000,1.000000
"5728dafe3acd2414000e005f","Who was famous for disobedience against a tax collector?","Thoreau","individuals",0.000000,0.000000
"5728dafe3acd2414000e0060","What advise did Thoreau give the tax collector when unable to perform his duty?","Resign","Resign",1.000000,1.000000
"5728dafe3acd2414000e0061","What did Thoreau claim about the majority?","not necessarily right","The majority may be powerful but it is not necessarily right",1.000000,1.000000
"5a665142846392001a1e1abd","What was the taxman's political philosophy?","","conscience vs. the collective",0.000000,0.000000
"5a665142846392001a1e1abe","What was the government the final judge of?","","right and wrong",0.000000,0.000000
"5a665142846392001a1e1abf","Who did the government refuse to pay?","","elite politicians",0.000000,0.000000
"5a665142846392001a1e1ac0","What did the government want Thoreau to do?","","Resign",0.000000,0.000000
"5a665142846392001a1e1ac1","Who's will may elite politicians follow according to the government?","","nothing",0.000000,0.000000
"5728151b4b864d1900164428","Some theories argue that civil disobedience is justified in regard to?","governmental entities","governmental entities",1.000000,1.000000
"5728151b4b864d1900164429","Brownlee argues disobedience can be justified toward what institutions?","trade unions, banks, and private universities","trade unions, banks, and private universities",1.000000,1.000000
"5728151b4b864d190016442a","Brownlee justifies civil disobedience toward what branch of the government?","legal system","governmental entities",0.000000,0.000000
"5728151b4b864d190016442b","Browlee also applies that civil disobedience is okay regarding?","international organizations and foreign governments","opposition to the decisions of non-governmental agencies",0.000000,0.600000
"5728dc2d3acd2414000e007f","What do some theories claim about civil disobedience?","only justified against governmental entities","civil disobedience is only justified against governmental entities",1.000000,1.000000
"5728dc2d3acd2414000e0080","Who claims that public companies can also be part of civil disobedience?","Brownlee","Brownlee",1.000000,1.000000
"5728dc2d3acd2414000e0081","What reason is given that you should also protest public companies?","a larger challenge to the legal system","a larger challenge to the legal system that permits those decisions to be taken",0.000000,0.956522
"5728dc2d3acd2414000e0083","What public entity of learning is often target of civil disobedience?","universities","governmental",0.000000,0.000000
"5a665338846392001a1e1ac7","Who believed that civil disobedience should only be used against governmental entities?","","Brownlee",0.000000,0.000000
"5a665338846392001a1e1ac8","What two groups do trade unions think civil disobedience is justified against?","","governmental",0.000000,0.000000
"5a665338846392001a1e1ac9","When is civil disobedience justified against certain groups according to trade unions?","","if it reflects "a larger challenge to the legal system that permits those decisions to be taken"",0.000000,0.000000
"5a665338846392001a1e1aca","In what other way can disobedience be applied to international organizations and governments?","","protest",0.000000,0.000000
"5a665338846392001a1e1acb","When do banks believe civil disobedience is justified?","","against governmental entities",0.000000,0.000000
"572818f54b864d190016446c","If law breaking is not done in a public manor it is not considered what term?","civil disobedience","civil disobedience",1.000000,1.000000
"572818f54b864d190016446d","Stephen Eilmann asks why show public civil disobedience instead what is a better idea?","covert lawbreaking","if it is necessary to disobey rules that conflict with morality",0.000000,0.000000
"572818f54b864d190016446e","Stephen Eilmann demonstrates covert law breaking in Nazi Germany.   Citizen's illegally had been doing what? ","hiding a Jew in their house","hiding a Jew in their house",1.000000,1.000000
"572818f54b864d190016446f","Stephen Eildmann cites the oldest known example of civil disobedience in what part of the bible? ","(Exodus 1: 15-19)","Book of Exodus",1.000000,1.000000
"572818f54b864d1900164470","What two women were defying the pharaoh in the story from the book of Exodus? ","Shiphrah and Puah","Shiphrah and Puah",1.000000,1.000000
"5728dddc2ca10214002da9d2","What must be done to make non public lawbreaking acknowledged as civil disobedience?","must be publicly announced","publicly announced",1.000000,1.000000
"5728dddc2ca10214002da9d3","What is necessary to disobey?","rules that conflict with morality","rules that conflict with morality",1.000000,1.000000
"5728dddc2ca10214002da9d4","What is sometimes more effective than civil disobedience at times?","fabricating evidence or committing perjury","assisting in fabricating evidence or committing perjury",1.000000,1.000000
"5728dddc2ca10214002da9d5","What dilemma is a good example of moral civil disobedience?","the dilemma faced by German citizens","Hitler's secret police demanded to know if they were hiding a Jew in their house",0.000000,0.903226
"5728dddc2ca10214002da9d6","What book of the Bible discusses civil disobedience?","Book of Exodus","Book of Exodus",1.000000,1.000000
"5a665549846392001a1e1ad5","What must be announced publicly so you can still find a lawyer to represent you?","","lawbreaking",0.000000,0.000000
"5a665549846392001a1e1ad6","What publication was written by Stephen Eilmann?","","A Primer for Prospective Jurors",0.000000,0.000000
"5a665549846392001a1e1ad7","What Book of the Bible is knowledge of the law traced back to?","","Book of Exodus",0.000000,0.000000
"5a665549846392001a1e1ad8","What two women refused to commit perjury in the Book of Exodus?","","Shiphrah and Puah",0.000000,0.000000
"5a665549846392001a1e1ad9","What dilemma is a good example of perjury?","","Hitler's secret police demanded to know if they were hiding a Jew in their house",0.000000,0.000000
"57281c594b864d19001644a2","Cristian Bay's encyclopedia concludes that civil disobedience does not only include what behavior?","non-violence","non-violent",1.000000,1.000000
"57281c594b864d19001644a3","What dictionary contains a non- violent definition?","Black's Law","Black's Law Dictionary",1.000000,1.000000
"57281c594b864d19001644a4","What other terminology is considered much more destructive?","civil rebellion","rebellion",1.000000,1.000000
"57281c594b864d19001644a5","People behaving with civil disobedience that is not-violent is said to make society have more of what?","tolerance","tolerance",1.000000,1.000000
"57281c594b864d19001644a6","Debates about civil disobedience include or exclude what major practice? ","violence","non-violent",1.000000,1.000000
"5728df634b864d1900164fe2","What type of civil disobedience is commonly accepted?","non-violent","non-violence",1.000000,1.000000
"5728df634b864d1900164fe3","When violence is used, what is civil disobedience sometimes called?","civil rebellion","refusal to submit to arrest",0.000000,0.000000
"5728df634b864d1900164fe4","What is one result of civil rebellion?","destructive","destructive",1.000000,1.000000
"5728df634b864d1900164fe6","Why is it preferred that civil disobedience is non violent?","help preserve society's tolerance of civil disobedience","to help preserve society's tolerance of civil disobedience",0.000000,0.933333
"5a665747846392001a1e1ae9","What action by Christian Bay helps a society tolerate civil disobedience?","","refraining from violence",0.000000,0.000000
"5a665747846392001a1e1aea","What is one thing that rebellion must have in Black's Law Dictionary?","","non-violence",0.000000,0.000000
"5a665747846392001a1e1aeb","What does rebellion require in Christian Bay's encyclopedia?","","carefully chosen and legitimate means",0.000000,0.000000
"5a665747846392001a1e1aec","What does Black's Law Dictionary say that rebellion doesn't have to be?","","non-violent",0.000000,0.000000
"5a665747846392001a1e1aed","What is the result of rebellion according to Black's Law Dictionary?","","destructive",0.000000,0.000000
"5728202c4b864d19001644ec","What is it called when there is an active attempt to overthrow a government or belief system?","Revolutionary civil disobedience","Revolutionary civil disobedience",1.000000,1.000000
"5728202c4b864d19001644ed","What group of people performed revolutionary civil disobedience toward the Austrian government?","Hungarians","Hungarians",1.000000,1.000000
"5728202c4b864d19001644ee","The Hungarians performed this civil disobedience under the direction of what person?","Ferenc Deák","Ferenc Deák",1.000000,1.000000
"5728202c4b864d19001644ef","Revolutionary civil disobedience towards culture is highlighted by example of who? ","Gandhi's","Gandhi",1.000000,1.000000
"5728202c4b864d19001644f0","What other topics can Civil disobedience pertain to?","cultural traditions, social customs, religious beliefs","change cultural traditions, social customs, religious beliefs",0.000000,0.933333
"5728e07e3acd2414000e00e9","What is a simple form of civil disobedience?","disobedience of laws","Non-revolutionary civil disobedience",1.000000,1.000000
"5728e07e3acd2414000e00ea","Why would a person chose civil disobedience against specific laws?","judged "wrong" by an individual conscience","they are judged "wrong" by an individual conscience",1.000000,1.000000
"5728e07e3acd2414000e00eb","What is the goal of individual civil disobedience?","render certain laws ineffective","'",0.000000,0.000000
"5728e07e3acd2414000e00ec","What type of civil disobedience is larger scale?","Revolutionary civil disobedience","Revolutionary",1.000000,1.000000
"5728e07e3acd2414000e00ed","What famous Indian's actions were considered civil disobedience?","Gandhi","Gandhi",1.000000,1.000000
"5a665870846392001a1e1af3","What does non-revolutionary civil disobedience want to overthrow?","","laws",0.000000,0.000000
"5a665870846392001a1e1af4","What does an individual conscience not have to be?","","'",1.000000,1.000000
"5a665870846392001a1e1af5","What did Ghandi mention about the right to abolish an unjust government in The Declaration of Independence?","","'",1.000000,1.000000
"5a665870846392001a1e1af6","What did Ghandi think that using your conscience accomplished?","","'",1.000000,1.000000
"5a665870846392001a1e1af7","What did Harvey Wheeler direct the Hungarians to do?","","'",1.000000,1.000000
"572822233acd2414000df555","When did the earliest examples of civil disobedience as a whole occur?","during the Roman Empire","during the Roman Empire",1.000000,1.000000
"572822233acd2414000df556","What did the Jewish people do so pagan items wouldn't be in the temple of Jerusalem?","gathered in the streets","gathered in the streets",1.000000,1.000000
"572822233acd2414000df557","Since Thoreau was not a well known writer what happened when he was arrested?","was not covered in any newspapers","not covered in any newspapers",0.000000,0.909091
"572822233acd2414000df558","What position did the tax collector that arrested Thoreau get?","rose to higher political office","higher political office",1.000000,1.000000
"572822233acd2414000df559","When was Thoreau's essay published?","after the end of the Mexican War","after the end of the Mexican War",1.000000,1.000000
"5728e3c33acd2414000e0131","When is the oldest recorded incident of civil disobedience?","during the Roman Empire","during the Roman Empire",1.000000,1.000000
"5728e3c33acd2414000e0132","What was the goal of this Roman disobedience?","prevent the installation of pagan images","prevent the installation of pagan images",1.000000,1.000000
"5728e3c33acd2414000e0133","What is a recent civil disobedience done in a group form?","refuse to sign bail","refuse to sign bail",1.000000,1.000000
"5728e3c33acd2414000e0134","What is the civil disobedience called where people refuse to be released?","jail solidarity","jail solidarity",1.000000,1.000000
"5728e3c33acd2414000e0135","How long did it take for Thoreau's disobedience to be known?","until after the end of the Mexican War","after the end of the Mexican War",1.000000,1.000000
"5a6659d3846392001a1e1b0d","What took place during the Mexian War?","","The earliest recorded incidents of collective civil disobedience took place during the Roman Empire",0.000000,0.000000
"5a6659d3846392001a1e1b0e","What did tax collectors try to prevent from being installed in the Temple?","","pagan images",0.000000,0.000000
"5a6659d3846392001a1e1b0f","What do those in political office refuse to sign when involved in civil disobedience?","","bail",0.000000,0.000000
"5a6659d3846392001a1e1b10","How was the event covered when Jews were arrested by tax collectors?","","newspapers",0.000000,0.000000
"5a6659d3846392001a1e1b11","When was the essay written by modern activists published?","","after the end of the Mexican War",0.000000,0.000000
"572825a92ca10214002d9efe","Civil disobedients have chosen many different kinds of what type of behaviors?","illegal","illegal acts",1.000000,1.000000
"572825a92ca10214002d9eff","Bedau notes that illegal protests towards public policy may serve as what purpose?","propaganda","propaganda",1.000000,1.000000
"572825a92ca10214002d9f00","What group of civil disobedients brought medicine to Iraq without the permission of the government?","Voice in the Wilderness","Voice in the Wilderness",1.000000,1.000000
"572825a92ca10214002d9f01","How long did Julia Butterfly Hill live in a tree?","738 days","738 days",1.000000,1.000000
"572825a92ca10214002d9f02","What was the outcome of living in the California Redwood tree?","successfully preventing it from being cut down","preventing it from being cut down",1.000000,1.000000
"5728e5224b864d1900165032","What type of actions are taken sometimes in civil disobedience?","illegal acts","harassment",0.000000,0.000000
"5728e5224b864d1900165033","What is an example of illegal disobedience?","trespassing at a nuclear-missile installation","trespassing at a nuclear-missile installation",1.000000,1.000000
"5728e5224b864d1900165034","Such protests are usually considered to be what type?","entirely symbolic","harassment",1.000000,1.000000
"5728e5224b864d1900165035","What type of goals are usually done skirting the law?","social goal","the provision of medication to the sick",0.000000,0.000000
"5728e5224b864d1900165036","Who lived in a tree to prevent it from being cut down as a form of civil disobedience?","Julia Butterfly Hill","Julia Butterfly Hill",1.000000,1.000000
"5a665b56846392001a1e1b1d","How long did Julia Butterfly Hill live near a nuclear-missile installation?","","738 days",0.000000,0.000000
"5a665b56846392001a1e1b1e","What did Bedau live in to prevent it from being cut down?","","Luna",0.000000,0.000000
"5a665b56846392001a1e1b1f","What do symbolic protests accomplish according to Julia Butterfly HIll?","","public policy goals",0.000000,0.000000
"5a665b56846392001a1e1b20","What company was Bedau a part of while breaking the law by bringing medicine to Iraq?","","Voice in the Wilderness",0.000000,0.000000
"5a665b56846392001a1e1b21","What is an example of an ineffective and absurd act according to Julia Butterfly Hill?","","trespassing at a nuclear-missile installation",0.000000,0.000000
"5728284e3acd2414000df5cd","What was Joseph Haas arrested for?","sending an email to the Lebanon, New Hampshire city councilors","sending an email to the Lebanon, New Hampshire city councilors",1.000000,1.000000
"5728284e3acd2414000df5ce","What did Joseph Haas say in his email?",""Wise up or die."",""Wise up or die."",1.000000,1.000000
"5728284e3acd2414000df5cf","Civil disobedience can occur when people speak about a certain topic that is deemed as?","criminalized behavior","forbidden speech",1.000000,1.000000
"5728284e3acd2414000df5d0","WBAI's broadcasting Some of George Carlin's comedy eventually led to what?","Supreme Court case of FCC v. Pacifica Foundation","the 1978 Supreme Court case of FCC v. Pacifica Foundation",1.000000,1.000000
"5728284e3acd2414000df5d1","What year did the the case go before the supreme court?","1978","1978",1.000000,1.000000
"5728e5f43acd2414000e0171","What is one criminal behavior that is hard to stop by authorities?","pure speech","pure speech",1.000000,1.000000
"5728e5f43acd2414000e0172","What is one way to use pure speech to reach as much people as possible to protest?","broadcasting","criminalized behavior",0.000000,0.000000
"5728e5f43acd2414000e0173","How can you protest against the government in an individual way?","Threatening government officials","engaging in the forbidden speech",1.000000,1.000000
"5728e5f43acd2414000e0174","What is one way of digital civil disobedience that can have far reaching consequences?","sending an email","engaging in the forbidden speech",0.000000,0.000000
"5a666b43846392001a1e1c0f","What did George Carlin send to the city council in New Hampshire?","","Wise up or die",0.000000,0.000000
"5a666b43846392001a1e1c10","What did George Carlin tell the city council to do in New Hampshire?","","Wise up or die",0.000000,0.000000
"5a666b43846392001a1e1c11","What happened to George Carlin after he sent the e-mail?","","arrested",0.000000,0.000000
"5a666b43846392001a1e1c12","What court case was eventually the result of Joseph Haas sending and e-mail to the New Hampshire city council?","","FCC v. Pacifica Foundation",0.000000,0.000000
"5a666b43846392001a1e1c13","How can you protest against WBAI and its policies as an individual?","","Threatening government officials",0.000000,0.000000
"57282dfb4b864d1900164668","Boycotting, refusing to pay taxes, sit ins, and draft dodging all make what harder?","system to function","a system to function",1.000000,1.000000
"57282dfb4b864d1900164669","Name one way the Plowshares organization temporarily close GCSB Waihopai?","by padlocking the gates","padlocking the gates",1.000000,1.000000
"57282dfb4b864d190016466a","Name the other way that the Plowshares organization temporarily closed?","using sickles to deflate one of the large domes covering two satellite dishes","GCSB Waihopai",0.000000,0.000000
"57282dfb4b864d190016466b","Brownlee argues that sometimes people behave in what way to have their issue heard?","limited coercion","limited coercion",1.000000,1.000000
"57282dfb4b864d190016466c","When large groups of people all boycott a system or don't pay taxes it can be considered?","coercive","coercive",1.000000,1.000000
"5728e715ff5b5019007da914","What is a type of disobedience against the federal government?","refusals to pay taxes","sit-ins",0.000000,0.000000
"5728e715ff5b5019007da916","What side effect of these type of protests is unfortunate?","coercion","make it more difficult for a system to function",1.000000,1.000000
"5728e715ff5b5019007da917","What goal do many of these protests have?","engage in moral dialogue","engage in moral dialogue",1.000000,1.000000
"5728e715ff5b5019007da918","How can you protest against big companies in a non violent way?","padlocking the gates","padlocking the gates and using sickles to deflate one of the large domes covering two satellite dishes",0.000000,0.235294
"5a6681d1f038b7001ab0bf00","What did denial of service attacks make it harder for The Plowshares organization to do?","","function",0.000000,0.000000
"5a6681d1f038b7001ab0bf01","What is using moral dialogue considered when not following the law?","","coercive",0.000000,0.000000
"5a6681d1f038b7001ab0bf02","What action did Brownlee take against GCSB Waihopai that caused them to close temporarily?","","padlocking the gates",0.000000,0.000000
"5a6681d1f038b7001ab0bf03","What method does the government use to get their issue heard?","","limited coercion",0.000000,0.000000
"5a6681d1f038b7001ab0bf04","Why does the government restrain itself when engaging in disobedience?","","their conscientious aim to engage in moral dialogue",0.000000,0.000000
"5728e8212ca10214002daa6c","What type of government investigations apply to civil disobedience?","criminal investigations","criminal",1.000000,1.000000
"5728e8212ca10214002daa6d","What is a way you can show police officers civil disobedience ?","not to grant a consent search","arrest",0.000000,0.000000
"5728e8212ca10214002daa6e","What should be avoided when talking to authorities?","suspect's talking to criminal investigators","ruder and more impetuous thought or speech",0.000000,0.000000
"5728e8212ca10214002daa6f","What reasons cause failure of the disobedience with authorities?","lack of understanding of the legal ramifications,","lack of understanding of the legal ramifications, or due to a fear of seeming rude",1.000000,1.000000
"5728e8212ca10214002daa70","Why do some people purposely resist officers of the law?","use the arrest as an opportunity","lack of understanding of the legal ramifications, or due to a fear of seeming rude",0.000000,0.125000
"5a6683d5f038b7001ab0bf1e","What applies to both collecting taxes and searching property?","","decisions and principles",0.000000,0.000000
"5a6683d5f038b7001ab0bf1f","Why do some people find it hard to not talk to a tax agent?","","due to a lack of understanding of the legal ramifications, or due to a fear of seeming rude",0.000000,0.000000
"5a6683d5f038b7001ab0bf20","Who do some tax agents want to make and impression on during an arrest?","","officers",0.000000,0.000000
"5a6683d5f038b7001ab0bf21","What does someone diagnosed as a maniac need to decide  when dealing with police?","","talk",0.000000,0.000000
"5a6683d5f038b7001ab0bf22","What did Thoreau believe about talking to police officers?","","can serve no useful purpose, and may be harmful",0.000000,0.000000
"5728eb1a3acd2414000e01c5","What do some civil disobedient people feel the need to acknowledge.","accept punishment","'",0.000000,0.000000
"5728eb1a3acd2414000e01c6","Why is the need for acceptance of punishment needed?","validity of the social contract","their belief in the validity of the social contract",1.000000,1.000000
"5728eb1a3acd2414000e01c7","What do some people protest against?","legitimacy of a particular law","infringe the rights of others",0.000000,0.250000
"5728eb1a3acd2414000e01c8","What is the group called that does not agree with government at all?","anarchists","anarchists",1.000000,1.000000
"5728eb1a3acd2414000e01c9","Anarchists do not want to accept punishment for what reason?","does not infringe the rights of others","a violation of criminal law that does not infringe the rights of others",1.000000,1.000000
"5a668632f038b7001ab0bf44","Why do anarchists want to accept punishment?","","their belief in the validity of the social contract",0.000000,0.000000
"5a668632f038b7001ab0bf45","What do anarchists accept about the role of government?","","no need to accept punishment for a violation of criminal law that does not infringe the rights of others",0.000000,0.000000
"5a668632f038b7001ab0bf46","While anarchists favor government, what don't they believe in?","","legitimacy",0.000000,0.000000
"5a668632f038b7001ab0bf47","What do anarchists feel they must accept as a consequence of their actions in breaking the law?","","punishment",0.000000,0.000000
"5a668632f038b7001ab0bf48","Why does government exist according to anarchists?","","don't believe in the legitimacy of any government",0.000000,0.000000
"5728ebcb3acd2414000e01d9","What is an important personal decision for civil disobedients?","whether or not to plead guilty","whether or not to plead guilty",1.000000,1.000000
"5728ebcb3acd2414000e01da","Which duty do some people believe civil disobedients have?","submit to the punishment prescribed by law","to submit to the punishment prescribed by law",1.000000,1.000000
"5728ebcb3acd2414000e01db","Why would one plead guilty to a crime involving civil disobedience?","I feel I did the right thing by violating this particular law","'",0.000000,0.000000
"5728ebcb3acd2414000e01dc","Which reason is given sometimes to plead not guilty involving these matters?","Guilt implies wrong-doing","Guilt implies wrong-doing",1.000000,1.000000
"5728ebcb3acd2414000e01dd","What third type of plea uses creative words?","creative plea","'",0.000000,0.000000
"5a66893ff038b7001ab0bf74","What group needs to decide if they should make a creative plea or not?","","'",1.000000,1.000000
"5a66893ff038b7001ab0bf75","What is a no contest plea the same as?","","'",1.000000,1.000000
"5a66893ff038b7001ab0bf76","What do some people think ACT UP's duty should be when caught?","","'",1.000000,1.000000
"5a66893ff038b7001ab0bf77","What do people pleading no contest believe about defending themselves?","","'",1.000000,1.000000
"5a66893ff038b7001ab0bf78","A plea of no contest is a compromose between a creative plea and pleading what?","","compromise",0.000000,0.000000
"5728ec6a4b864d19001650aa","Where in Las Vegas did a famous protest take place?","Camp Mercury nuclear test site","Camp Mercury nuclear test site",1.000000,1.000000
"5728ec6a4b864d19001650ab","What was the civil disobedience performed at the test site?","tempted to enter the test site","Non-Violent Action",0.000000,0.000000
"5728ec6a4b864d19001650ac","What was the result of the disobedience protesting the nuclear site?","arrested","arrested",1.000000,1.000000
"5728ec6a4b864d19001650ad","How did their lawyer suggest they would plea?","nolo contendere","nolo contendere",1.000000,1.000000
"5728ec6a4b864d19001650ae","What type of sentences were the protesters given?","suspended sentences","suspended",1.000000,1.000000
"5a668b33f038b7001ab0bf90","What was sponsored by Francis Heisler in August 1957?","","protest",0.000000,0.000000
"5a668b33f038b7001ab0bf91","Where did Francis Heisler plan to have her protest?","","Camp Mercury nuclear test site",0.000000,0.000000
"5a668b33f038b7001ab0bf92","How many missles were at the nuclear test site?","","13",0.000000,0.000000
"5a668b33f038b7001ab0bf93","Where was Francis Heisler taken after the protest?","","Tonopah, Nevada",0.000000,0.000000
"5a668b33f038b7001ab0bf94","What sentence was Francis Heisler given when she was found guilty?","","suspended sentences",0.000000,0.000000
"5728ed94ff5b5019007da97c","Why do some people chose to go to jail for their disobedience?","a way of continuing their protest","as a way of continuing their protest, as a way of reminding their countrymen of injustice",0.000000,0.526316
"5728ed94ff5b5019007da97d","Going to jail accomplished what goal of civil disobedience?","reminding their countrymen of injustice","a rule",0.000000,0.000000
"5728ed94ff5b5019007da97e","What is the most important item for civil disobedience to follow through?","protest should be maintained all the way","spirit of protest",1.000000,1.000000
"5728ed94ff5b5019007da97f","Why should one not go to jail?","accept jail penitently","civil disobedience",0.000000,0.000000
"5a668d4ef038b7001ab0bfc0","What are two reasons Conservatives went to jail?","","guilty plea",0.000000,0.000000
"5a668d4ef038b7001ab0bfc1","What is the main point of being a Conservative and protesting?","","the spirit of protest should be maintained all the way",0.000000,0.000000
"5a668d4ef038b7001ab0bfc2","What does Howard Zinn believe should be removed?","","neo-conservative insistence on a guilty plea",0.000000,0.000000
"5a668d4ef038b7001ab0bfc3","What does following the rules help to preserve with a protest?","","spirit of protest",0.000000,0.000000
"5a668d4ef038b7001ab0bfc4","What does being a Conservative do to the seriousness of a protest?","","demean",0.000000,0.000000
